,genus,species,NCBI tax ID,motility,gram stain,range,optimum,GC-content,oxygen tolerance,Total samples,soil counts,aquatic counts,plant counts,metabolite,is antibiotic,is resistant
0,Sediminibacterium,Sediminibacterium ginsengisoli,"[413434, 413434, 413434]",['yes'],"['negative', 'negative']",30,30,"['47.5', '47.5', '46.5-48.5']","['facultative anaerobe', 'aerobe']",,,,,,,
0,Sediminibacterium,Sediminibacterium salmoneum,"[1400522, 1400522, 1400522]",yes,negative,18-37,22-28,40.6,aerobe,3756.0,190.0,2905.0,89.0,,,
0,Bernardetia,Bernardetia litoralis,"[880071, 880071, 880071, 179883]",,,25,,30.3,,8447.0,409.0,5955.0,121.0,,,
0,Algoriphagus,Algoriphagus boseongensis,"[1442587, 117567]",,,,,,,410.0,29.0,375.0,,,,
0,Algoriphagus,Algoriphagus pacificus,2811234,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus litoralis,2202829,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus kandeliae,2562278,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus oliviformis,2811231,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus formosus,2007308,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus aestuarii,1634955,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus taeanensis,,,,,,,,95.0,15.0,52.0,,,,
0,Algoriphagus,Algoriphagus aquimaris,"[2547398, 2547398]",,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus sanaruensis,"[1727163, 1727163, 1727163]",,negative,15-40,30,41.4,aerobe,2733.0,109.0,2220.0,43.0,,,
0,Algoriphagus,Algoriphagus taiwanensis,,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus sp.,,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus sp.,,,,,,,,180.0,26.0,104.0,12.0,,,
0,Algoriphagus,Algoriphagus marisflavi,,"['no', 'no']","['negative', 'negative']",30,30,"['42.7', '42.7']","['aerobe', 'aerobe']",9735.0,2316.0,6623.0,107.0,"['carbenicillin', 'chloramphenicol', 'lincomycin', 'novobiocin', 'oleandomycin', 'tetracycline', 'cefalotin', 'gentamicin', 'kanamycin', 'neomycin', 'penicillin g', 'polymyxin b', 'streptomycin', 'ampicillin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Algoriphagus,Algoriphagus confluentis,,"['no', 'no']","['negative', 'negative']",30,30,"['45', '45.0']","['aerobe', 'aerobe']",,,,,"['carbenicillin', 'cephalothin', 'chloramphenicol', 'lincomycin', 'novobiocin', 'oleandomycin', 'tetracycline', 'penicillin g', 'ampicillin', 'gentamicin', 'kanamycin', 'neomycin', 'streptomycin', 'polymyxin b']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Algoriphagus,Algoriphagus aquaemixtae,,"['no', 'no']","['negative', 'negative']",25,25,"['40.6', '40.6']","['aerobe', 'aerobe']",1034.0,340.0,669.0,,"['cephalothin', 'chloramphenicol', 'lincomycin', 'novobiocin', 'oleandomycin', 'tetracycline', 'ampicillin', 'carbenicillin', 'gentamicin', 'kanamycin', 'neomycin', 'penicillin g', 'polymyxin b', 'streptomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Algoriphagus,Algoriphagus marinus,"[1925762, 1925762]","['no', 'no']","['negative', 'negative']",30-33,33,40.6,"['facultative anaerobe', 'facultative anaerobe']",,,,,"['acetylspiramycin', 'ampicillin', 'cefotaxime', 'ceftriaxone', 'chloramphenicol', 'erythromycin', 'gentamicin', 'kanamycin', 'lincomycin', 'neomycin', 'norfloxacin', 'ofloxacin', 'penicillin g', 'rifampicin', 'streptomycin', 'tetracycline', 'tobramycin', 'vancomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Algoriphagus,Algoriphagus iocasae,,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus roseus,,"['no', 'no']","['negative', 'negative']",28-30,28,"['46.2', '46.2', '46.2']","['aerobe', 'aerobe']",754.0,390.0,298.0,16.0,"['amikacin', 'ampicillin', 'chloramphenicol', 'ciprofloxacin', 'gentamicin', 'nalidixic acid', 'oxytetracycline', 'polymyxin b', 'rifampicin', 'tetracycline', 'vancomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",['yes']
0,Algoriphagus,Algoriphagus olei,,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus chungangensis,,"['no', 'no']","['negative', 'negative']",30,30,"['38', '38.0']","['aerobe', 'aerobe', 'aerobe']",,,,,,,
0,Algoriphagus,Algoriphagus namhaensis,,['no'],"['negative', 'negative']",30,30,44.8,"['aerobe', 'aerobe', 'aerobe']",3051.0,84.0,2685.0,49.0,,,
0,Algoriphagus,Algoriphagus jejuensis,,"['no', 'no']","['negative', 'negative']",30,25,"['48.5', '48.5']","['aerobe', 'aerobe']",,,,,,,
0,Algoriphagus,Algoriphagus lutimaris,"[613197, 613197]","['no', 'no']","['negative', 'negative']",30,30,"['41.4', '41.4']","['aerobe', 'aerobe']",420.0,82.0,282.0,24.0,,,
0,Algoriphagus,Algoriphagus olei,,,negative,10-37,32,43,aerobe,258.0,53.0,153.0,5.0,,,
0,Algoriphagus,Algoriphagus aquatilis,,no,negative,20-37,30,43,aerobe,217.0,5.0,204.0,2.0,,,
0,Algoriphagus,Algoriphagus aestuariicola,"[1852016, 1852016, 2707344]",no,negative,37,37,"['45.6', '45.6']",aerobe,227.0,123.0,32.0,11.0,,,
0,Algoriphagus,Algoriphagus iocasae,"[1836499, 1836499, 1836499]",no,negative,28,25,40.2,anaerobe,40.0,5.0,34.0,,"['chloramphenicol', 'furazolidone', 'vancomycin', 'ciprofloxacin', 'ofloxacin', 'norfloxacin', 'midecamycin', 'erythromycin', 'minocycline', 'doxycycline', 'cefoperazone', 'piperacillin', 'clindamycin', 'sulfamethoxazole', 'polymyxin b', 'tetracycline', 'neomycin', 'kanamycin', 'gentamicin', 'amikacin', 'ceftriaxone', 'ceftazidime', 'cefuroxime', 'cephalexin', 'carbenicillin', 'ampicillin', 'oxacillin', 'cefazolin', 'cephradine']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",
0,Algoriphagus,Algoriphagus litorisediminis,,"['no', 'no']","['negative', 'negative']",30,30,"['38.3', '38.3']","['aerobe', 'aerobe']",,,,,"['carbenicillin', 'cefalotin', 'penicillin g', 'tetracycline', 'ampicillin', 'gentamicin', 'kanamycin', 'neomycin', 'polymyxin b', 'streptomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",
0,Algoriphagus,Algoriphagus resistens,"[1750590, 1750590]","['no', 'no']","['negative', 'negative']",28,28,41.9,"['facultative anaerobe', 'facultative anaerobe']",435.0,95.0,141.0,62.0,,,
0,Algoriphagus,Algoriphagus ornithinivorans,,,,,,,,1034.0,37.0,937.0,1.0,,,
0,Algoriphagus,Algoriphagus trabzonensis,,,,,,41.6,,,,,,,,
0,Algoriphagus,Algoriphagus zhangzhouensis,"[1073327, 1073327, 1073327, 1073327, 1073327, 1073327]",no,negative,04-40,25,"['38.4', '38.4']",aerobe,1498.0,243.0,850.0,27.0,,,
0,Algoriphagus,Algoriphagus sp.,,,,,,,,,,,,,,
0,Algoriphagus,Algoriphagus machipongonensis,"[388413, 388413]",no,negative,10-40,30,"['38.7', '38.7']",aerobe,,,,,,,
0,Algoriphagus,Algoriphagus faecimaris,"[686796, 686796, 686796, 686796, 686796, 2306054, 2590577]",,,37,,42.5,,94.0,8.0,77.0,1.0,,,
0,Algoriphagus,Algoriphagus hitonicola,"[435880, 435880, 435880, 2528409]",no,negative,20-40,36,"['43.4', '46.0']",aerobe,94.0,13.0,68.0,,,,
0,Algoriphagus,Algoriphagus aquaeductus,"[475299, 475299]",no,negative,28,25-30,"['41.8', '41.8']",aerobe,735.0,69.0,503.0,17.0,,,
0,Algoriphagus,Algoriphagus vanfongensis,"[1120968, 1120968, 1120968, 2021373]","['no', 'no']","['negative', 'negative']",28,23.5,43.8,"['aerobe', 'aerobe']",,,,,,,
0,Algoriphagus,Algoriphagus alkaliphilus,"[279824, 279824, 279824, 391287]",,,30,,,,,,,,,,
0,Algoriphagus,Algoriphagus terrigena,"[1120967, 1120967, 1120967, 2614251]","['no', 'no']","['negative', 'negative']",25,25,"['49.0', '49', '47.8']","['aerobe', 'aerobe']",732.0,108.0,329.0,14.0,,,
0,Algoriphagus,Algoriphagus locisalis,"[305507, 305507, 305507]","['no', 'no']","['negative', 'negative']",30,30,"['42', '42', '42.0']","['aerobe', 'aerobe']",,,,,,,
0,Algoriphagus,Algoriphagus yeomjeoni,"[291403, 291403, 291403, 2699748]","['no', 'no']","['negative', 'negative']",25-30,27.5,"['41', '41', '41.0']","['aerobe', 'aerobe']",368.0,18.0,307.0,5.0,,,
0,Algoriphagus,Algoriphagus chordae,"[237019, 237019, 237019, 2590579]",no,negative,25-28,24,38.5,"['aerobe', 'aerobe']",,,,,,,
0,Algoriphagus,Algoriphagus aquimarinus,"[237018, 237018, 237018]",no,negative,30,24,"['41.0', '41']","['aerobe', 'aerobe']",197.0,16.0,141.0,,,,
0,Algoriphagus,Algoriphagus ratkowskyi,"[57028, 57028, 57028, 57028, 57028, 2719011, 2719010]",,,10,,,,,,,,,,
0,Algoriphagus,Algoriphagus boritolerans,"[1120964, 1120964, 1120964, 1120964, 1120964, 1120964, 1823760, 1775880]",no,negative,30,29,"['42.5', '42.5']",,214.0,20.0,178.0,,,,
0,Algoriphagus,Algoriphagus winogradskyi,237017,no,negative,25,25-28,"['39.1', '39-42', '39', '42']","['aerobe', 'aerobe']",368.0,18.0,307.0,5.0,,,
0,Algoriphagus,Algoriphagus mannitolivorans,"[1120965, 1120965, 1120965]","['no', 'no']","['negative', 'negative']",35-40,37.5,"['42', '42.0']","['aerobe', 'aerobe']",44.0,12.0,24.0,,,,
0,Algoriphagus,Algoriphagus ornithinivorans,"[226506, 226506, 226506, 2719012]","['no', 'no']","['negative', 'negative']",35-40,37.5,"['38', '38.0']","['aerobe', 'aerobe']",1034.0,37.0,937.0,1.0,,,
0,Algoriphagus,Algoriphagus halophilus,"[226505, 226505, 226505, 2306055]","['no', 'no']","['negative', 'negative']",35,35,"['37', '37.0']","['aerobe', 'aerobe']",420.0,82.0,282.0,24.0,,,
0,Algoriphagus,Algoriphagus marincola,,,,30,,43,,372.0,21.0,287.0,3.0,,,
0,Algoriphagus,Algoriphagus marincola,"[1120966, 1120966, 1120966, 2719020]",['no'],['negative'],37,,"['41.9', '43', '43.0']",aerobe,372.0,21.0,287.0,3.0,,,
0,Algoriphagus,Algoriphagus antarcticus,"[238540, 238540, 238540, 238540, 238540]",no,negative,05-20,20,40,aerobe,81.0,41.0,38.0,,,,
0,Belliella,Belliella marina,,,,,,,,,,,,,,
0,Belliella,Belliella aquatica,"[1323734, 1323734, 1323734, 2767461, 2901229]",,,25,25,35,,,,,,,,
0,Belliella,Belliella buryatensis,"[1500549, 1500549]",no,negative,21-40,30-33,38.2,aerobe,266.0,46.0,104.0,32.0,amikacin,yes,yes
0,Belliella,Belliella kenyensis,"[1472724, 2897387]",,,28,30-35,38.1,,13.0,3.0,7.0,1.0,,,
0,Belliella,Belliella pelovolcani,"[529505, 529505, 529505, 2968086]","['no', 'no']","['negative', 'positive']",37,37,"['39-41', '40.0']","['aerobe', 'aerobe']",266.0,46.0,104.0,32.0,,,
0,Belliella,Belliella baltica,"[866536, 866536, 866536, 866536, 2161826]",['no'],"['negative', 'negative']",4-37,25,"['35.4', '35.4', '36.8']",aerobe,321.0,75.0,208.0,4.0,,,
0,Belliella,Belliella baltica,,,,,,,,321.0,75.0,208.0,4.0,,,
0,Cyclobacterium,Cyclobacterium xiamenense,,,,,,,,,,,,,,
0,Cyclobacterium,Cyclobacterium jeungdonense,"[708087, 146919]",,,,,,,16.0,,16.0,,,,
0,Cyclobacterium,Cyclobacterium plantarum,2716263,,,,,,,,,,,,,
0,Cyclobacterium,Cyclobacterium xiamenense,"[1297121, 550]",,,,,,,428.0,9.0,403.0,1.0,,,
0,Cyclobacterium,Cyclobacterium salsum,,,,,,,,,,,,,,
0,Cyclobacterium,Cyclobacterium roseum,,,,,,,,,,,,,,
0,Cyclobacterium,Cyclobacterium sediminis,,,,,,,,294.0,3.0,217.0,2.0,,,
0,Cyclobacterium,Cyclobacterium sp.,,,,,,,,294.0,3.0,217.0,2.0,,,
0,Cyclobacterium,Cyclobacterium lianum,"[388280, 388280, 388280, 1185650]",,,,,45.2,,237.0,53.0,146.0,11.0,,,
0,Cyclobacterium,Cyclobacterium sp.,,,,,,,,,,,,,,
0,Cyclobacterium,Cyclobacterium amurskyense,"[320787, 320787, 320787, 1419584]","['no', 'no']","['negative', 'negative']",4-40,22,"['41.3', '41.3']","['aerobe', 'aerobe']",475.0,64.0,362.0,4.0,"['ampicillin', 'carbenicillin', 'kanamycin', 'lincomycin', 'oleandomycin', 'penicillin g', 'gentamicin', 'neomycin', 'polymyxin b', 'streptomycin', 'tetracycline']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes']"
0,Cyclobacterium,Cyclobacterium caenipelagi,,"['no', 'no']","['negative', 'negative']",25,25,"['43.8', '43.8']","['aerobe', 'aerobe', 'aerobe']",475.0,64.0,362.0,4.0,,,
0,Cyclobacterium,Cyclobacterium qasimii,"[1350429, 641524, 641524, 1350429, 641524, 1350429, 29385, 1507977]",no,negative,20,18,40.5,aerobe,451.0,29.0,404.0,1.0,,,
0,Cyclobacterium,Cyclobacterium marinum,"[880070, 880070, 880070, 1127129]",no,negative,42,25-30,"['38.3', '41.9', '38.1']",,269.0,6.0,254.0,,"['ampicillin', 'carbenicillin', 'lincomycin', 'oleandomycin', 'gentamicin', 'neomycin', 'polymyxin b']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",
0,Echinicola,Echinicola soli,2591634,,,,,,,,,,,,,
0,Echinicola,Echinicola jeungdonensis,,,,,,,,248.0,90.0,129.0,10.0,,,
0,Echinicola,Echinicola salinicaeni,2762757,,,,,,,,,,,,,
0,Echinicola,Echinicola rosea,"[1807691, 1807691, 1807691, 1807691, 214033]",yes,negative,4-50,35,43.8,aerobe,,,,,"['ampicillin', 'carbenicillin', 'cefazolin', 'cefoperazone', 'cephalexin', 'cephradine', 'chloramphenicol', 'ciprofloxacin', 'clindamycin', 'doxycycline', 'enrofloxacin', 'erythromycin', 'furazolidone', 'gentamicin', 'kanamycin', 'lincomycin', 'minocycline', 'neomycin', 'norfloxacin', 'novobiocin', 'oleandomycin', 'oxacillin', 'penicillin g', 'piperacillin', 'polymyxin b', 'rifampicin', 'streptomycin', 'sulfamethoxazole', 'tetracycline', 'trimethoprim', 'vancomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Echinicola,Echinicola shivajiensis,1035916,,,,,46.2,,,,,,,,
0,Echinicola,Echinicola sediminis,,"['yes', 'yes']","['negative', 'negative']",28,28,"['44.6', '44.6']","['aerobe', 'aerobe']",78.0,14.0,53.0,1.0,,,
0,Echinicola,Echinicola strongylocentroti,"[1795355, 1795355, 2806419]",yes,negative,25,25,44.2,aerobe,14.0,4.0,7.0,,,,
0,Echinicola,Echinicola pacifica,"[346377, 1121859, 1121859, 346377, 1121859, 257465, 904990]","['yes', 'yes']","['negative', 'negative']",6-41,25-28,"['44-45', '44-45', '43.8']",facultative anaerobe,30.0,4.0,23.0,1.0,"['lincomycin', 'ampicillin', 'carbenicillin', 'chloramphenicol', 'doxycycline', 'erythromycin', 'gentamicin', 'kanamycin', 'neomycin', 'oleandomycin', 'penicillin g', 'polymyxin b', 'streptomycin', 'tetracycline']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Echinicola,Echinicola vietnamensis,"[926556, 926556, 390884, 1359]","['yes', 'yes']","['negative', 'negative']",6-44,30-32,"['45.9', '44.8']",,1977.0,295.0,532.0,11.0,,,
0,Mongoliitalea,Mongoliitalea daihaiensis,,,,,,,,,,,,,,
0,Mongoliitalea,Mongoliitalea lutea,"[849756, 849756, 244328]",['no'],"['negative', 'negative']",28-30,33,39.8,"['aerobe', 'aerobe']",56.0,,37.0,1.0,,,
0,Aquirufa,Aquirufa lenticrescens,2696560,,,,,,,,,,,,,
0,Aquirufa,Aquirufa aurantiipilula,2696561,,,,,,,,,,,,,
0,Aquirufa,Aquirufa rosea,2509241,,,,,,,3726.0,147.0,3247.0,6.0,,,
0,Aquirufa,Aquirufa beregesia,2516556,,,,,38.5,,3726.0,147.0,3247.0,6.0,,,
0,Aquirufa,Aquirufa ecclesiirivi,2715124,,,,,,,3726.0,147.0,3247.0,6.0,,,
0,Aquirufa,Aquirufa nivalisilvae,2516557,no,negative,10-30,30,37.9,aerobe,,,,,,,
0,Aquirufa,Aquirufa nivalisilvae,2516557,yes,negative,,,38,,3726.0,147.0,3247.0,6.0,,,
0,Aquirufa,Aquirufa antheringensis,2516559,yes,negative,5-32,,42.6,,10511.0,156.0,8857.0,17.0,,,
0,Cytophaga,Cytophaga sp.,,,,,,,,997.0,51.0,498.0,89.0,,,
0,Cytophaga,Cytophaga aurantiaca,"[1121373, 1121373, 1121373, 294]",,,25,,"['42.0', '37.1', '42']",,708.0,252.0,238.0,81.0,,,
0,Cytophaga,Cytophaga sp.,,,,,,35.0,,,,,,,,
0,Cytophaga,Cytophaga sp.,,,,,,31.0,,,,,,,,
0,Cytophaga,Cytophaga sp.,,,,,,34.7,,,,,,,,
0,Cytophaga,Cytophaga hutchinsonii,"[269798, 269798, 269798, 985, 269798, 269798, 269798, 547048, 28901]",yes,negative,25,,"['38.8', '38.85']",aerobe,1266.0,474.0,364.0,78.0,,,
0,Rhodocytophaga,Rhodocytophaga rosea,"[2704465, 2704465]",,negative,15-37,25,40.8,,22022.0,13752.0,1933.0,3609.0,,,
0,Rhodocytophaga,Rhodocytophaga aerolata,,no,negative,10-35,30,"['45.5', '45.5']",aerobe,578.0,322.0,43.0,22.0,,,
0,Spirosoma,Spirosoma sp.,,,,,,,,,,,,,,
0,Spirosoma,Spirosoma metallicum,,,,,,,,511.0,248.0,40.0,157.0,,,
0,Spirosoma,Spirosoma aerolatum,1211326,,,,,,,1381.0,159.0,286.0,717.0,,,
0,Spirosoma,Spirosoma rhododendri,,,,,,,,,,,,,,
0,Spirosoma,Spirosoma taeanense,2735870,,,,,,,,,,,,,
0,Spirosoma,Spirosoma arboris,2682092,,,,,,,,,,,,,
0,Spirosoma,Spirosoma telluris,"[2183553, 2183553]",,,,,,,,,,,,,
0,Spirosoma,Spirosoma utsteinense,2585773,,,,,,,,,,,,,
0,Spirosoma,Spirosoma aureum,"[2692134, 2692134, 2692134]",no,negative,10-30,25,47.7,aerobe,,,,,,,
0,Spirosoma,Spirosoma agri,"[1987381, 1987381, 1987381]",,,,,,,,,,,,,
0,Spirosoma,Spirosoma humi,,,,,,,,,,,,,,
0,Spirosoma,Spirosoma pomorum,,,,,,,,,,,,,,
0,Spirosoma,Spirosoma jeollabukense,,,,,,,,,,,,,,
0,Spirosoma,Spirosoma lituiforme,,,,,,49.7,,,,,,,,
0,Spirosoma,Spirosoma flavus,,,,,,,,2202.0,1475.0,170.0,116.0,,,
0,Spirosoma,Spirosoma gilvum,,,,,,,,1002.0,297.0,207.0,323.0,,,
0,Spirosoma,Spirosoma migulaei,,,,,,,,343.0,101.0,106.0,50.0,,,
0,Spirosoma,Spirosoma daeguense,,,,,,,,1125.0,369.0,189.0,167.0,,,
0,Spirosoma,Spirosoma terrae,"[1968276, 1968276, 1968276]",,,,,,,3139.0,669.0,800.0,535.0,,,
0,Spirosoma,Spirosoma harenae,,,,,,,,1044.0,613.0,198.0,63.0,,,
0,Spirosoma,Spirosoma luteolum,,,,,,,,2166.0,278.0,1147.0,112.0,,,
0,Spirosoma,Spirosoma fluminis,,,,,,,,112.0,10.0,23.0,28.0,,,
0,Spirosoma,Spirosoma areae,,,,,,,,,,,,,,
0,Spirosoma,Spirosoma pulveris,,,,,,,,452.0,169.0,135.0,105.0,,,
0,Spirosoma,Spirosoma arcticum,,,,,,,,374.0,109.0,51.0,21.0,,,
0,Spirosoma,Spirosoma radiotolerans,"[1379870, 1379870]",,,,,,,1708.0,637.0,315.0,189.0,,,
0,Spirosoma,Spirosoma montaniterrae,"[1411621, 1667051]",,,,,53,,1073.0,29.0,310.0,15.0,,,
0,Spirosoma,Spirosoma endbachense,"[2666025, 2666025]",,,,,47.7,,,,,,,,
0,Spirosoma,Spirosoma horti,,yes,negative,25,,48.6,"['aerobe', 'aerobe']",,,,,,,
0,Spirosoma,Spirosoma metallilatum,,,negative,20-28,28,51.9,aerobe,225.0,21.0,73.0,25.0,"['penicillin g', 'erythromycin', 'rifampicin', 'ampicillin', 'tetracycline', 'chloramphenicol', 'neomycin', 'polymyxin b', 'streptomycin', 'kanamycin', 'nalidixic acid', 'bacitracin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Spirosoma,Spirosoma koreense,,no,negative,25,25,48,"['aerobe', 'aerobe']",734.0,381.0,84.0,76.0,"['ampicillin', 'streptomycin', 'tetracycline', 'chloramphenicol', 'erythromycin', 'kanamycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes']"
0,Spirosoma,Spirosoma flavum,,"['no', 'no']","['negative', 'negative']",20,20,"['45.9', '45.9']","['aerobe', 'aerobe']",,,,,"['doxycycline', 'erythromycin', 'tetracycline', 'vancomycin', 'chloramphenicol', 'penicillin g', 'neomycin', 'gentamicin', 'cephalexin', 'ampicillin', 'kanamycin', 'carbenicillin', 'polymyxin b']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Spirosoma,Spirosoma pollinicola,"[2057025, 2057025, 2057025]",no,negative,4-30,25,47.9,aerobe,,,,,,,
0,Spirosoma,Spirosoma litoris,,no,negative,25,25,47.6,"['aerobe', 'aerobe']",1551.0,460.0,233.0,437.0,,,
0,Spirosoma,Spirosoma carri,,no,negative,15-37,25,58.7,aerobe,2166.0,278.0,1147.0,112.0,"['penicillin g', 'nalidixic acid', 'chloramphenicol', 'erythromycin', 'tetracycline', 'rifampicin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes']",
0,Spirosoma,Spirosoma knui,,no,negative,25,,51.3,aerobe,218.0,70.0,49.0,23.0,,,
0,Spirosoma,Spirosoma rigui,"[564064, 564064]","['yes', 'yes']","['negative', 'negative']",30,30,53.3,"['facultative anaerobe', 'aerobe']",3439.0,639.0,613.0,913.0,,,
0,Spirosoma,Spirosoma swuense,,no,negative,25,25,47.4,,72.0,19.0,5.0,13.0,,,
0,Spirosoma,Spirosoma soli,,no,negative,2-35,28,49.5,aerobe,89.0,37.0,21.0,7.0,"['ampicillin', 'streptomycin', 'tetracycline', 'vancomycin', 'polymyxin b']","['yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes']"
0,Spirosoma,Spirosoma lacussanchae,"[1884249, 1884249, 1884249]",,,,,49.3,,846.0,51.0,223.0,30.0,,,
0,Spirosoma,Spirosoma aerophilum,,no,negative,28,28-30,"['55.7', '55.7', '55.7']",aerobe,,,,,,,
0,Spirosoma,Spirosoma fluviale,"[1597977, 1597977, 1597977]",,,30,,53.3,,302.0,83.0,70.0,61.0,,,
0,Spirosoma,Spirosoma oryzae,"[1469603, 1469603, 1469603]",,,,,57.0,,1558.0,357.0,118.0,562.0,,,
0,Spirosoma,Spirosoma endophyticum,"[662367, 662367, 662367]",,negative,20-28,28,"['47.2', '47.2']",aerobe,1946.0,803.0,229.0,316.0,,,
0,Spirosoma,Spirosoma sp.,,,,,,,,,,,,,,
0,Spirosoma,Spirosoma spitsbergense,"[1123278, 1123278, 1123278]",,,,,"['49.1', '50.4']",,995.0,323.0,361.0,37.0,,,
0,Spirosoma,Spirosoma luteum,,,,,,,,3563.0,464.0,527.0,237.0,,,
0,Spirosoma,Spirosoma luteum,"[1123276, 1123276, 1123276]",,,,,50.2,,3563.0,464.0,527.0,237.0,,,
0,Spirosoma,Spirosoma panaciterrae,"[1123277, 1123277, 1123277]",['no'],"['negative', 'negative']",30,30,"['50.1', '50.1', '48.9']","['aerobe', 'aerobe']",807.0,82.0,238.0,238.0,,,
0,Spirosoma,Spirosoma sp.,,,,25,,51.0,,,,,,,,
0,Spirosoma,Spirosoma linguale,,,,,,51.5,,,,,,,,
0,Spirosoma,Spirosoma linguale,,,,,,"['51.5', '50.1']",,,,,,,,
0,Tellurirhabdus,Tellurirhabdus rosea,,,,,,54.3,,,,,,,,
0,Flammeovirga,Flammeovirga pectinis,"[2494373, 2494373, 2494373, 331630]",,,,,32.1,,,,,,,,
0,Flammeovirga,Flammeovirga aprica,"[694437, 29528, 694437, 1869212]",,,,,,,,,,,,,
0,Flammeovirga,Flammeovirga kamogawensis,,,,,,,aerobe,,,,,,,
0,Flammeovirga,Flammeovirga arenaria,,,,25,,,,204.0,5.0,188.0,,,,
0,Flammeovirga,Flammeovirga pacifica,"[915059, 915059, 915059, 1891238]",,negative,04-42,32,"['32.9', '32.9']",,2593.0,305.0,1812.0,94.0,,,
0,Flammeovirga,Flammeovirga kamogawensis,"[373891, 373891, 373891, 373891, 373891, 373891, 2044936, 297314]",yes,negative,30,30,"['32-33', '32-33']",aerobe,618.0,4.0,571.0,,,,
0,Flammeovirga,Flammeovirga yaeyamensis,"[367791, 367791, 367791, 367791, 367791, 367791, 367791, 2052142, 86473, 1891241]",,,30,,33.4-35.7,,1757.0,58.0,1080.0,5.0,,,
0,Flammeovirga,Flammeovirga aprica,,,,25,,36.7,,,,,,,,
0,Chryseolinea,Chryseolinea flava,"[2059302, 2059302]",yes,negative,25,25,43.5,aerobe,,,,,,,
